shelter_name,shelter_id,shelter_address,shelter_lat,shelter_lng,shelter_tel
한국동물구조관리협회,311312201100001,경기도 양주시 남면 감악산로 63-37 (남면) ,37.869894005,126.98311544,031-867-9119
한국동물구조관리협회,311321201400004,경기도 양주시 남면 감악산로 63-37 (남면) ,37.8701158122,126.9835430508,031-867-9119
한국동물구조관리협회,311303200900001,경기도 양주시 남면 감악산로 63-37 (남면) ,37.870198,126.983347,031-867-9119
한국동물구조관리협회,311307200900001,경기도 양주시 남면 감악산로 63-37 (남면) ,37.869894005,126.98311544,031-867-9119
한국동물구조관리협회,311323201100001,경기도 양주시 남면 감악산로 63-37 (남면) ,37.8701158122,126.9835430508,031-867-9119
강현림동물병원,311314201000001,서울특별시 양천구 등촌로 160 (목동) 1층,37.54403479,126.862420091,02-2642-9159
한국동물구조관리협회,311311201100001,경기도 양주시 남면 상수리 410-1,37.8701158122,126.9835430508,031-867-9119
한국동물구조관리협회,311300201300001,경기도 양주시 남면 감악산로 63-37 (남면) ,37.870483656,126.983640464,031-867-9119
한국동물구조관리협회,311301201000001,경기도 양주시 남면 감악산로 63-37 (남면) ,37.870483656,126.983640464,031-867-9119
한국동물구조관리협회,311306201300001,경기도 양주시 남면 감악산로 63-37 ,37.869894005,126.98311544,031-867-9119
부산동물보호센터,326336202000001,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,35.151443296,128.939632885,051-832-7119
누리동물병원,326335201700001,부산광역시 해운대구 송정2로13번길 46 (송정동) ,35.1948086299,129.2063155055,051-701-7599
누리동물병원,326340201100001,부산광역시 해운대구 송정2로13번길 46 (송정동) ,35.194808961,129.206317652,051-701-7599
누리동물병원,326331201100001,부산광역시 해운대구 송정동 85-1,35.181604704,129.198453485,051-701-7599
사단법인 하얀비둘기,326327201900002,부산광역시 강서구 제도로 726 (강동동) ,35.171051287,128.87721186,051-293-9779
누리동물병원,326330201300001,부산광역시 해운대구 송정2로13번길 46 (송정동) 누리동물병원,35.194808961,129.206317652,051-701-7599
동물보호관리협회,326329201700001,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,35.178922615,128.899758103,051-971-6208
부산동물보호센터,326332201000001,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,35.1514436704,128.9396311465,051-832-7119
유기동물및동물보호협,326339201300001,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,35.178922615,128.899758103,051-971-6208
유기동물및동물보호협,326334201600001,부산광역시 강서구 가락대로1283번길 25-2 (봉림동) ,35.178922615,128.899758103,051-971-6208
부산동물보호센터,326326201000001,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,35.151443296,128.939632885,051-832-7119
누리동물병원,326338201300001,부산광역시 해운대구 송정2로13번길 46 (송정동) ,35.194808961,129.206317652,051-701-7599
청조동물병원,326337201300001,부산광역시 연제구 온천천남로 4 (연산동) ,35.192957803,129.09127533,051-503-0688
하얀비둘기,326328201900001,부산광역시 강서구 제도로 726 (강동동) ,35.177499068,128.917023278,051-293-9779
부산동물보호센터,326325201300001,부산광역시 강서구 맥도강변길 752-15 (대저2동) ,35.151443296,128.939632885,051-832-7119
누리동물병원,326333201100001,부산광역시 해운대구 송정2로13번길 46 (송정동) ,35.194808961,129.206317652,051-701-7599
대구유기동물보호센터,327347201400001,대구광역시 동구 금강로 151-13 (금강동) ,35.863872574,128.736049919,053-964-6258
대구수의사회(달성군),327348201300001,대구광역시 북구 호국로 229 (서변동) ,35.922355665,128.599034473,053-764-3708
화원연합동물병원,327348201500004,대구광역시 달성군 화원읍 사문진로 447 (화원읍) 화원읍 관할,35.803732057,128.497398963,053-634-7975
포산동물병원,327348201500001,대구광역시 달성군 현풍면 비슬로 614-1 (현풍면) 논공읍 관할,35.692924,128.441928,053-616-2478
현풍동물병원,327348201500002,대구광역시 달성군 유가읍 테크노공원로 51 (유가읍) ,35.691964867,128.458795417,053-614-3570
달성축산동물병원,327348201500003,대구광역시 달성군 현풍면 원교길 6 (현풍면) ,35.674830,128.445855,053-614-3775
동인동물병원,327348201700001,대구광역시 중구 동인동4가 국채보상로 724 (동인동4가) 가창면 관할,35.868390999,128.60968014,053-424-4258
명곡역동물병원,327348201700004,대구광역시 달성군 화원읍 비슬로 2490 (화원읍) 옥포면 관할,35.799351506,128.490809398,053-633-7579
119동물병원,327348201700003,대구광역시 달성군 다사읍 달구벌대로 893 (다사읍  대실요양병원 장례식장) 다사읍 관할,35.857155812,128.466550016,053-585-1195
대구유기동물보호센터,327342201400001,대구광역시 동구 금강로 151-13 (금강동) ,35.8638750550,128.7359612047,053-964-6258
대구유기동물보호센터,327345201400001,대구광역시 동구 금강로 151-13 (금강동) ,35.8638750550,128.7359612047,053-964-6258
대구시수의사회(삼성),327343201500001,대구광역시 서구 서대구로 24 (내당동) ,35.860186857,128.557148742,053-556-8575
대구시수의사회(보경),327343201500003,대구광역시 서구 달서로 165 (비산동) ,35.877030489,128.57099979,053-559-9020
대구시수의사회(더난),327343201500005,대구광역시 서구 국채보상로 176 (중리동) ,35.869326757,128.550478302,053-552-0075
대구시수의사회(더펫),327343201900001,대구광역시 서구 서대구로 361 (비산동) 2층,35.889095781,128.560711191,070-4293-0622
대구수의사회(아이펫),327343201500004,대구광역시 서구 서대구로 64 (평리동) ,35.863815962,128.556541359,053-573-1175
제니스동물병원,327346201500009,대구광역시 수성구 달구벌대로 2475 (범어동) ,35.859113776,128.633406625,053-756-8293
신세계동물병원,327346201500011,대구광역시 수성구 수성동1가 명덕로 393 (수성동1가) ,35.854747079,128.613181114,053-751-6693
(사)대구수의사회,327346201500001,대구광역시 북구 호국로 229 (서변동) 6층,35.922355665,128.599034473,053-764-3708
예스동물병원,327346201500015,대구광역시 수성구 동대구로 207 (황금동) ,35.84890794,128.624392603,053-768-7543
허동물병원,327346201800001,대구광역시 수성구 수성동2가 명덕로 421 (수성동2가) 허동물병원,35.854639935,128.616327564,053-752-7535
금강동물병원,327346201800002,대구광역시 수성구 동원로 150 (만촌동) 금강동물병원,35.871651862,128.635874536,053-746-7111
펫동물병원,327346201900001,대구광역시 수성구 달구벌대로 3144 (노변동) 펫동물병원,35.841449078,128.700814566,053-474-9820
대구광역시수의사회,327341200900001,대구광역시 북구 호국로 229 (서변동) 대구경북수의사회관 6층,35.922355665,128.599034473,053-764-3708
대구시수의사회(고려),327341201200003,대구광역시 중구 중앙대로 333 (남산동) ,35.862914826,128.592906965,053-256-6100
대구시수의사회(동산),327341201200004,대구광역시 중구 남성로 서성로 34 (남성로) ,35.86964037,128.587439523,053-254-3366
대구시수의사회(동인),327341201200001,대구광역시 중구 동인동4가 국채보상로 724 ,35.868390999,128.60968014,070-4466-1575
대구시수의사회(삼덕),327341201200002,대구광역시 중구 삼덕동1가 달구벌대로 2145 ,35.864857229,128.598401934,053-426-1731
대구시수의사회(원),327341201900001,대구광역시 중구 동덕로8길 2 (대봉동) ,35.858496547,128.605454984,053-255-8275
베스트동물병원,328357200900001,인천광역시 강화군 강화읍 강화대로 217 (강화읍  린나이보일러) ,37.73968128,126.505433379,032-934-9340
신영재동물병원,328355200900001,인천광역시 계양구 장제로 923 (병방동) ,37.54885786,126.741376855,032-552-0075
인천수의사회,328353200900001,인천광역시 계양구 다남로165번길 56 (다남동  유기동물보호소) ,37.566239094,126.719642412,032-515-7567
인천광역시 수의사회 ,328351200900001,인천광역시 계양구 다남로165번길 56 (다남동  유기동물보호소) ,37.566239094,126.719642412,032-515-7567
늘푸른동물병원,328354201700002,인천광역시 부평구 후정동로 60 (삼산동) ,37.522709653,126.738388227,032-507-0075
세림동물병원,328354201600001,인천광역시 부평구 원적로 392 (산곡동  백마타운) ,37.503689592,126.709973767,032-503-0075
삼산종합동물병원,328354201700003,인천광역시 부평구 체육관로 40 (삼산동  신영프라자) ,37.508240231,126.736170429,032-330-0075
짱구네동물병원,328354201900001,인천광역시 부평구 평천로 356 (갈산동  민상빌딩) 1층,37.517609587,126.729697564,032-511-5515
조재진동물병원,328354202000001,인천광역시 부평구 원적로 409 (산곡동) ,37.50403046,126.711769941,032-518-3800
가정동물병원,328356201000001,인천광역시 서구 가정로 346 (가정동) ,37.515665283,126.673021837,032-575-0833
인천광역시수의사회,328352201400001,인천광역시 계양구 다남로165번길 56 (다남동  유기동물보호소) ,37.566239094,126.719642412,032-515-7567
인천수의사회유기동물,328358201000001,인천광역시 계양구 다남동 35-8,37.571188167,126.728413758,032-515-7567
경동동물병원,328349201000001,인천광역시 중구 개항로 68 (경동) ,37.471957668,126.629945155,032-765-9988
신공항동물병원,328349201500001,인천광역시 중구 운중로 33 (운남동) ,37.493607492,126.537184779,032-751-4598
광주 동물보호소,329362201300001,광주광역시 북구 본촌마을길 25 (본촌동  건국동사무소) 광주 동물보호소,35.22293555,126.881646146,062-571-2808
대전동물보호센터,330368202000001,대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,36.362990159,127.286853557,042-825-1118
대전동물보호센터,330364202000001,대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,36.362990159,127.286853557,042-825-1118
대전동물보호센터,330366202000001,대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,36.362990159,127.286853557,042-825-1118
대전동물보호센터,330367200900001,대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,36.362990159,127.286853557,042-825-1118
대전동물보호센터,330365202000001,대전광역시 유성구 갑동로15번길 20-39 (갑동) 대전동물보호센터,36.362990159,127.286853557,042-825-1118
미래펫동물병원,331370200900003,울산광역시 남구 중앙로 218-1 (신정동) ,35.540416309,129.312249549,052-273-5911
사랑동물병원,331370200900001,울산광역시 남구 중앙로 165-1 (신정동) ,35.535831807,129.313489602,052-273-0075
남산동물병원,331370200900007,울산광역시 남구 북부순환도로 40 (무거동) ,35.551956519,129.268013763,052-224-8275
스마일동물병원,331370201200001,울산광역시 남구 대학로 112 (무거동) ,35.544706294,129.260875251,052-277-0075
울산유기동물보호센터,331370201200003,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,35.390890519,129.286001678,052-238-6113
리틀쥬동물의료원,331370201600002,울산광역시 남구 봉월로 104 (신정동) ,35.541733493,129.306308764,052-268-8884
강남동물병원,331370201800001,울산광역시 남구 돋질로 232 (달동) 1층,35.542604193,129.330474173,052-271-0075
주동물병원,331370202000001,울산광역시 남구 돋질로 385-1 (삼산동) ,35.543654331,129.347125727,052-268-8275
울산유기동물보호센터,331371201200001,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,35.390890519,129.286001678,052-238-6113
쿨펫동물병원,331372200900003,울산광역시 북구 진장유통로 64 (진장동  롯데마트) 4층 쿨펫동물병원,35.576007017,129.359022747,052-288-7572
울산유기동물보호센터,331372201200001,울산광역시 울주군 온양읍 발리 1144,35.410291657,129.288511713,052-238-6113
쿨펫 홈플러스 북구점,331372202000002,울산광역시 북구 신답로 26 (상안동  홈플러스) 쿨펫동물병원 홈플러스 북구점,35.630043356,129.344880426,052-286-3567
정철동물병원,331372202000001,울산광역시 북구 진장17길 11 (진장동) 정철동물병원,35.562033122,129.355306941,052-287-0348
울산유기동물보호센터,331373201200002,울산광역시 울주군 온양읍 발리 1144,35.410291657,129.288511713,052-238-6113
와우동물병원,331373201200001,울산광역시 울주군 언양읍 읍성로 135 (언양읍) ,35.570265956,129.12309314,052-225-0075
범서조은동물병원,331373201600001,울산광역시 울주군 범서읍 천상중앙길 49 (범서읍) ,35.56351794,129.23102294,052-248-7582
초록동물병원,331373201600002,울산광역시 울주군 삼남면 중평로 85 (삼남면) ,35.562938,129.121627,052-262-6114
MK동물병원,331373201600008,울산광역시 울주군 온산읍 덕신로 250 (온산읍) ,35.433533,129.308733,052-237-2475
울산유기동물보호센터,331369201400003,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) ,35.390890519,129.286001678,052-238-6113
울산동물병원,331369200900004,울산광역시 중구 학성공원13길 45 (학성동) ,35.555686102,129.337060829,052-297-0979
가평군유기동물보호소,341416200900001,경기도 가평군 가평읍 아랫마장길 59 (가평읍  농업기술센터) 가평 유기동물 보호소(10:00~18:00),37.8459716369,127.4986540628,031-580-4765
고양시동물보호센터,341394201400001,경기도 고양시 덕양구 고양대로 1695 (원흥동  고양시 농업기술센터) 고양시동물보호센터,37.649779396,126.870084624,031-962-3232
수성동물병원,341397201400001,경기도 화성시 남양성지로 34 (남양동) ,37.205484013,126.807507969,031-355-5883
한국야생동물보호협회,341390201300001,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,37.340107739,126.869974021,031-296-0124
군포시 보호소,341402200900001,경기도 군포시 산본동 213번지 9호 외 1필지 2층,37.372169094,126.938340966,031-394-2259
남양주동물보호협회,341399201500001,경기도 남양주시 금곡로 44 (금곡동  성원빌딩) 1층,37.633899682,127.207915838,031-591-7270
한국동물구조관리협회,341392201300001,경기도 양주시 남면 감악산로 63-37 ,37.869894005,126.98311544,031-867-9119
펫토피아동물병원,341378201300002,경기도 성남시 분당구 불정로 266 (수내동  유신제일조합) ,37.367095691,127.127681498,031-714-8392
수원시 동물보호센터,341374202000001,경기도 수원시 영통구 광교호수로 234 (하동  수원시 동물보호센터) 하동 40-10,37.2853562,127.0774181,031-228-3557
한국야생동물보호협회,341401201300001,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,37.340107739,126.869974021,031-296-0124
한국야생동물보호협회,341393200900001,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,37.340107739,126.869974021,031-296-0124
이리온동물병원안산점,341393201900001,경기도 안산시 단원구 한양대학로 208 (고잔동) 2층 스타캣츠,37.313576381,126.836753395,010-5904-2141
이성준동물병원,341408200900001,경기도 안성시 중앙로 431-1 (봉남동) ,37.006671606,127.274864814,031-673-5858
한국야생동물보호협회,341383201300001,경기도 안산시 상록구 청곡길 50 (부곡동) ,37.340107739,126.869974021,031-296-0124
한국동물구조관리협회,341559200900001,경기도 양주시 남면 감악산로 63-37 (남면) ,37.870483656,126.983640464,031-867-9119
위더스 동물보호센터,341570201900003,경기도 여주시 능서면 능서공원길 34 (능서면) ,37.297234713,127.575939826,031-882-4381
한국동물구조관리협회,341414201300001,경기도 양주시 남면 감악산로 63-37 ,37.8701158122,126.9835430508,031-867-9119
오산시수의사회,341400200900001,경기도 오산시 성호대로 36 (오산동) ,37.149085455,127.065202802,031-372-9325
용인시 동물보호센터,341405201800001,경기도 용인시 처인구 중부대로 1074-1 (삼가동  용인시 동물보호센터) ,37.24331386,127.159335344,031-324-3463
한국동물구조관리협회,341382200900001,경기도 양주시 남면 감악산로 63-37 (남면) ,37.8701158122,126.9835430508,031-867-9119
위더스 동물보호센터,341407201900001,경기도 여주시 능서면 능서공원길 34 (능서면) ,37.297234713,127.575939826,031-882-4381
파주365동물의료센터,341406201700007,경기도 파주시 책향기로 573 (목동동) ,37.7277542870,126.7343761802,031-945-5365
평택시유기동물보호소,341391200900001,경기도 평택시 진위면 야막길 108-86 (진위면) ,37.1306303346,127.0554225287,031-8024-3849
한국동물구조관리협회,341560201000002,경기도 양주시 남면 감악산로 63-37 (남면) 한국동물구조관리협회,37.870483656,126.983640464,031-867-9119
하남동물병원,341404201700002,경기도 하남시 신평로 37 (덕풍동) 하남동물병원,37.537155986,127.204047798,031-793-7802
러브펫동물병원,341404201900001,경기도 하남시 신평로 58 (신장동) 1층,37.53867483,127.205225785,031-791-5775
한국동물구조관리협회,341404201900002,경기도 양주시 남면 감악산로 63-37 (남면) ,37.869894005,126.98311544,031-867-9119
강릉시 동물보호소,342420201500001,강원도 강릉시 성산면 내맬길 172 (성산면  유기동물보호소) ,37.698788664,128.829276323,033-641-7515
삼척시유기동물보호소,342424201300001,강원도 삼척시 근덕면 교곡길 127-281 (근덕면  쓰레기소각시설) 유기동물보호소,37.359297145,129.21957696,010-4373-1899
영월군위탁관리보호소,342427201400001,강원도 영월군 영월읍 하송로 64 (영월읍  영월군청사) ,37.183706241,128.461797629,033-370-2392
원주유기동물보호센터,342419200900001,강원도 원주시 호저면 칠봉로 110-6 ,37.416318018,127.912860682,033-731-1119
다나동물병원,342429201300002,강원도 정선군 정선읍 정선로 1310 ,37.378820999,128.659550261,033-563-6563
정선가축병원,342429201400001,강원도 정선군 정선읍 정선로 1321 (정선읍) ,37.379403273,128.660697296,033-563-0198
춘천시 동물보호센터,342418201300001,강원도 춘천시 신북읍 영서로 3282 (신북읍) (전)102보충대 주차장,37.923210233,127.734479045,033-245-5351
태백유기동물,342422200900001,강원도 태백시 문의재로 5 (통동) ,37.172887869,129.040791072,010-6380-5566
홍천군유기동물보호소,342425201400001,강원도 홍천군 화촌면 둔덕이길 68 (화촌면  홍천군유기동물보호센터) ,37.755090937,127.947470346,033-434-9435
괴산증평동물보호센터,343446201800002,충청북도 증평군 도안면 입장길 239 (도안면) ,36.846966523,127.608234603,010-3169-1151
단양군유기동물보호소,343448200900001,충청북도 단양군 매포읍 우덕리 910번지,37.017139,128.301287,010-3822-4351
최상오동물병원,343442201300001,충청북도 보은군 보은읍 보은로 119-1 (보은읍) ,36.484828662,127.717656316,043-543-0753
최종주동물병원,343444200900002,충청북도 영동군 영동읍 계산로 54 (영동읍  최종주동물병원) ,36.172622878,127.782333696,043-744-4209
옥천동물병원,343443201500001,충청북도 옥천군 옥천읍 삼금로 53 (옥천읍  동물병원) 옥천동물병원,36.303049814,127.568776907,010-8843-8844
테오종합동물병원,343447201300003,충청북도 음성군 금왕읍 음성로 1203 ,36.996282475,127.598337448,043-882-8975
제천시 동물보호센터,343440201500002,충청북도 제천시 금성면 적성로8길 51 (금성면) ,37.084565721,128.215049843,043-647-0059
증평가정견훈련소,343557201700001,충청북도 증평군 도안면 입장길 239 (도안면) ,36.846966523,127.608234603,010-3602-1150
진천군유기동물보호소,343445200900001,충청북도 진천군 진천읍 문화6안길 14-1 (진천읍  진천지게차) 진천동물병원,36.86228411,127.436427519,043-533-7212
반려동물보호센터,343571201600001,충청북도 청주시 흥덕구 강내면 서부로 411-55 (강내면) ,36.590336584,127.365419051,043-201-2298
충주시동물보호센터,343439201700001,충청북도 충주시 중앙탑면 일곱실길 70 (중앙탑면) ,37.008360672,127.849752507,043-851-3168
계룡시유기동물보호소,344558201300001,충청남도 계룡시 엄사면 천마로 12 ,36.280596192,127.241101792,010-5408-8461
이기영수의과병원,344450201900001,충청남도 공주시 감영길 7 (반죽동) ,36.452884244,127.122064926,041-853-7575
우신동물병원,344455201800001,충청남도 금산군 금산읍 오리정1길 45 (금산읍) 우신동물병원,36.10483619,127.488029512,041-753-8028
유명동물병원,344454201400001,충청남도 논산시 계백로 1034-1 (취암동) 유명동물병원,36.205027401,127.091241326,041-733-4290
호크종합동물병원,344454201700001,충청남도 논산시 중앙로398번길 2 (취암동) ,36.199777439,127.089461473,041-736-8875
당진시동물보호소,344568201700001,충청남도 당진시 고대면 연동로 30-6 (고대면) ,36.934040283,126.596264241,041-356-8210
보령시임시동물보호소,344451201300001,충청남도 보령시 녹문3길 7 (내항동) ,36.332578571,126.58822538,010-5427-7210
세종동물병원,344457202000001,충청남도 부여군 부여읍 성왕로 190-1 (부여읍) 세종동물병원,36.28164852,126.909280389,041-837-8275
성심동물의료센터,344453201800002,충청남도 서산시 안견로 312 (읍내동  서원빌딩) 1층,36.777563783,126.448858904,041-666-2747
서천유기동물보호소,344458201300001,충청남도 서천군 마산면 한마로 1189-19 ,36.179524706,126.772387742,041-950-4388
아산시동물보호센터,344452201600001,충청남도 아산시 염치읍 충무로 295-9 (염치읍) ,36.927579855,127.038607031,041-533-3563
흙동물병원,344461201900001,충청남도 예산군 예산읍 예산로 251 (예산읍) 흙동물병원,36.680788,126.852351,010-5453-8043
천안시유기동물보호소,344449201200001,충청남도 천안시 동남구 목천읍 교천2길 73-1 (목천읍) ,36.7824529874,127.2042330973,041-552-2119
최동물병원,344462200900001,충청남도 태안군 태안읍 남문리 504-6,36.747003864,126.298537278,041-672-0346
금일동물보호센터,344460201300001,충청남도 홍성군 홍동면 충절로 625 (홍동면) ,36.578904745,126.705487855,010-5432-5665
더나은동물병원,345478201400001,전라북도 고창군 고창읍 성산8길 39-10 (고창읍  더나은동물병원) ,35.4379775760,126.6995480785,063-562-9154
군산유기동물보호센터,345467201000001,전라북도 군산시 대야면 보덕안정길 108-20 (대야면) 군산도그랜드,35.960814865,126.816307954,010-3675-9330
전북말산업복합센터,345471201800002,전라북도 김제시 용지면 금백로 571-39 (용지면) 전북말산업복합센터,35.823616274,126.994724153,063-547-3549
청원동물병원,345470200900001,전라북도 남원시 죽항동 278번지,35.407578431,127.38455326,063-633-3533
무주군,345474200900001,전라북도 무주군 무주읍 괴목로 1374-7 (무주읍  무주군농업기술센터새기술실증시험포) ,35.951363208,127.658007525,063-320-2829
연합동물병원,345479201600002,전라북도 부안군 부안읍 번영로 185 (부안읍  르노삼성자동차) 연합동물병원,35.7276150898,126.7406116045,010-3652-8183
연합동물병원,345472201400001,전라북도 완주군 용진면 완주로 174 (용진면  용진면사무소) ,35.880516838,127.156127556,010-8668-7582
태산동물병원,345472201900001,전라북도 완주군 봉동읍 완주산단6로 267 (봉동읍) ,35.968782852,127.122420245,010-4137-1009
익산유기동물보호소,345468201200001,전라북도 익산시 서동로42길 77 (용제동) 16통 1반,35.936684242,127.00241245,010-3659-2380
문 동물병원 ,345475201600001,전라북도 장수군 장수읍 군청길 16 (장수읍) 문 동물병원,35.646501037,127.519193853,010-8876-3475
프렌즈동물병원,345464200900001,전라북도 전주시 완산구 삼천동1가 592-1,35.796349988,127.122357434,063-227-4975
수동물병원,345464201100008,전라북도 전주시 완산구 서신동 28,35.832639852,127.109710294,063-273-7272
21세기동물병원,345464201100009,전라북도 전주시 덕진구 송천동1가 626-42,35.864905177,127.11560611,063-251-1015
행복한동물병원,345464201200001,전라북도 전주시 덕진구 인후동1가 806-6,35.837468281,127.156646997,063-244-0090
박영재동물병원,345464201100001,전라북도 전주시 완산구 전주천서로 111 (서서학동) ,35.810080004,127.149182331,063-284-7774
아프리카동물병원,345464201100011,전라북도 전주시 덕진구 인후동1가 928-1,35.837468281,127.156646997,063-247-8875
서신동물병원,345464201100003,전라북도 전주시 완산구 서신동 831-4,35.832639852,127.109710294,063-253-2747
동부동물병원,345464201100004,전라북도 전주시 완산구 경원동1가 3-10,35.817059487,127.14807457,063-231-2455
하나동물병원,345464201300003,전라북도 전주시 덕진구 덕진동2가 송천중앙로 17 (덕진동2가) ,35.848853848,127.118545074,063-253-5677
늘푸른동물병원,345464201700001,전라북도 전주시 완산구 다가동3가 충경로 11 (다가동3가  늘푸른동물병원) ,35.816925287,127.140740063,063-281-0075
강진군 유기견 보호소,346492201300001,전라남도 강진군 강진읍 초지길 109-62 (강진읍  강진군상하수도사업소) ,34.62315224,126.776205899,061-430-3613
푸른곡성21동물보호소,346486201600001,전라남도 곡성군 곡성읍 군청로 50 (곡성읍) (군청주소. 보호소는 구원리 888번지 위치),35.282028757,127.291965384,061-360-7485
광양시 임시보호소,346484201900001,전라남도 광양시 봉강면 인덕로 1169-20 (봉강면) 지곡리 864-24,34.988870019,127.57785957,061-797-3386
빛고을애견,346483200900001,전라남도 나주시 남평읍 회재로 22 ,35.051876968,126.837241184,010-5019-0076
담양군 동물보호 센터,346485201800001,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,35.358597268,127.001965613,010-3604-1338
목포시유기동물보호소,346480201000001,전라남도 무안군 삼향읍 석매길 21-5 (삼향읍) ,34.85340983,126.430104402,010-7466-1580
유기동물보호소,346495201800001,전라남도 무안군 청계면 독골길 10-5 (청계면) ,34.883131816,126.437041659,061-450-4059
유기동물보호소,346481200900001,전라남도 여수시 주동1길 32 (주삼동  여수시농업기술센터) 여수시 유기동물보호소,34.7875755,127.663041626,061-659-4429
유기동물 삼호 보호소,346494201700001,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,34.74832874,126.485839692,010-9599-5400
유기동물임시보호센터,346499201300001,전라남도 완도군 신지면 신지로6번길 23-89 (신지면) ,34.331872997,126.781226058,010-3616-6658
장흥군 동물보호센터,346491201300001,전라남도 장흥군 안양면 우드랜드길 288 (안양면  남도국제교육원) 축산사업소,34.667650229,126.944610554,061-860-6729
진도개메디컬센터,346500201300001,전라남도 진도군 진도읍 성죽골길 30 (진도읍) 진도개축산과,34.482361769,126.278574748,061-540-6327
학교동물임시보호센터,346496201800001,전라남도 함평군 학교면 송산길 84 (학교면) 월산리 806-1 ,35.045491004,126.538990071,061-320-1938
경산시유기동물보호소,347513201800003,경상북도 경산시 용성면 사양지길 95 (용성면) ,35.778397404,128.88507783,010-3730-9267
공원옆동물병원,347505201700001,경상북도 경주시 용담로 12 (황성동) ,35.860817385,129.219656239,010-3841-6303
구미유기동물보호센터,347508201200001,경상북도 구미시 해평면 숭선로 309-11 (해평면) 구미유기동물보호센터,36.1947795914,128.3762683273,054-441-4100
우성동물병원,347514201300001,경상북도 군위군 군위읍 중앙1길 17 (군위읍) ,36.230581367,128.566102004,054-382-1357
김천시 동물보호센터,347506201300001,경상북도 김천시 조마로 2128 (양천동) ,36.084043041,128.118882067,010-3477-7771
종합가축병원,347512201700001,경상북도 문경시 중앙로 170 (흥덕동) 종합가축병원,36.599690621,128.202505671,054-552-2233
